Category Title,Product Name,Link,Recipe Info,Image URL,Ingredients,Energy_kj,Energy_kcal,Energy_percent,Fat,Fat_percent,Saturates,Saturates_percent,Sugars,Sugars_percent,Salt,Salt_percent,Carbs,Protein,Fibre,Serves,Time,Calories,Freezable,Gluten-free,Dairy-free,Instructions,Additional Notes
Healthy BBQ recipes,Korean BBQ chicken burgers recipe,https://realfood.tesco.com/recipes/korean-bbq-chicken-burgers.html,,https://realfood.tesco.com/media/images/57-KOREAN-CHICKEN-BURGER-LGH-b71ac44e-ef11-4e1e-b82d-efbe74e816af-0-1400x919.jpg,"380g pack Tesco Finest British corn-fed free range chicken thighs; oil for brushing the barbecue bars or griddle; 4 soft mixed seed deli rolls, halved; 1 Little Gem lettuce, leaves separated; 2 tsp ready-made Korean ssamjang sauce, to serve; 1 spring onion, finely sliced, to serve; sweet potato wedges, to serve (optional); 2 tbsp dark soy sauce; 1/2 tbsp toasted sesame oil; 1 spring onion, finely chopped; 2.5cm (1in) piece fresh ginger, peeled and chopped; 1 garlic clove, crushed; 1 tbsp honey; 1 tbsp dark brown sugar",Energy,1725kj,21%,Fat,17g,Saturates,4g,Sugars,11g,Salt,1.6g,38.8g,24.8g,4.1g,4,15 mins to prepare and 15 mins to cook,411.0,No,No,No,"In a large bowl, mix together the marinade ingredients. Flatten out the chicken thighs and then add to the marinade, turning to coat. Cover and chill for 2 hours. Turn the meat after one hour and return to the fridge.; Brush the bars of a preheated barbecue, or griddle, with oil. Cook the chicken over a medium-high heat for 12-15 minutes, turning once, until cooked through with no pink showing.; Meanwhile, put the rolls, cut side down, on the barbecue and lightly toast. Fill with the lettuce leaves and the cooked chicken, then top each with 1/2 a tsp of the ssamjang sauce and a scattering of the spring onion. Serve with freshly cooked sweet potato wedges, if you like.",
Healthy BBQ recipes,Cumin chicken and cherry tomato skewers recipe,https://realfood.tesco.com/recipes/cumin-chicken-and-cherry-tomato-skewers.html,,https://realfood.tesco.com/media/images/HE-CUMICHICKSKEWERSHE--6514ffcd-9daf-4151-9f2a-72f495ff30ab-0-472x310.jpg,"4 x 150g skinless chicken breast fillets; 2tsp ground cumin seeds; 2tsp ground coriander seeds; 2tbsp fresh coriander leaves; juice of 1 lemon; 1 tbsp olive oil; 12 cherry tomatoes; salt, to taste; pepper, to taste",Energy,1110kj,13%,Fat,7g,Saturates,1g,Sugars,2g,Salt,0.7g,1.5g,48.8g,0.6g,4,"5mins to prepare, 30mins to marinate and 7mins to cook",264.0,No,No,Yes,"Cut the chicken breast fillets into bite-sized pieces and place in a non-metallic shallow bowl. In a small bowl, mix together the spices, coriander leaves, lemon juice, oil and seasoning until well combined. Stir the spice mix into the chicken so that all the pieces are coated. Leave to marinate for 30 minutes, covered.; Thread chicken and cherry tomatoes onto four metal skewers (or wooden ones pre-soaked in water for 30 minutes) and grill or barbecue for 4 minutes under/over medium high heat. Turn the skewers and baste with any remaining marinade in the dish, then grill for a further 3 minutes or until the chicken is cooked through and the juices run clear.; Try serving each portion with 3 tbsp (100g) cooked brown basmati rice and a large mixed leaf salad dressed with 1 tbsp low-calorie balsamic vinaigrette.",
Healthy BBQ recipes,Crispy cod with pea mash and lighter tartare sauce recipe,https://realfood.tesco.com/recipes/crispy-cod-with-pea-mash-and-lighter-tartare-sauce.html,"A British classic, but not as you know it! Cooking the cod on the barbecue gives it a mouthwateringly crispy skin, which tastes delicious served with a fragrant pea mash and a homemade tartare sauce. This summery supper is not only gluten-free and protein-packed, but it also contains two of your five a day. See method",https://realfood.tesco.com/media/images/RFO-1400x919-CodMash-mini-mini-a890d88c-519b-49a0-b43a-a3117d83c10f-0-1400x919.jpg,"200g Greek-style yogurt; 2 tbsp capers, drained, rinsed and chopped; 2 gherkins, drained, rinsed and chopped; 1 small shallot, very finely chopped; 2 tbsp chopped parsley, plus a few leaves to garnish; 500g (1lb) fresh or frozen peas; 2 garlic cloves, crushed; 1 tbsp chopped mint (optional); 1 tbsp olive oil, plus extra to drizzle; ½ lemon, juiced; 4 x 140g skin-on boneless cod fillets; 2 large carrots, peeled and thickly sliced",Energy,1410kj,17%,Fat,13g,Saturates,4g,Sugars,16g,Salt,1.2g,22.9g,34g,10g,4,5 mins to prepare and 15 mins to cook,335.0,No,Yes,No,"To make the tartare sauce, put the yogurt (reserve 2 tbsp) in a bowl and stir in the capers, gherkins, shallot and chopped parsley. Set aside.; In a pan of boiling water, cook the peas for 3 minutes. Drain then return to the pan with the garlic, mint (if using), oil, lemon juice and the reserved yogurt. Crush lightly with a fork to give a chunky mash. Keep warm.; Heat a barbecue or griddle pan until hot. Season the fish and put skin side down on the barbecue or griddle. Cover and cook for 5-6 minutes until the fish is opaque and cooked through. Remove and rest skin side up for 2 minutes.; Steam the carrots for 3-5 minutes, until tender. Divide the pea mash between plates, top with the fish and a dollop of tartare. Serve with the carrots, reserved parsley and a drizzle of olive oil.","IF YOU DON'T HAVE COD, TRY USING ANOTHER WHITE FISH"
Healthy BBQ recipes,Peachy pork kebabs recipe,https://realfood.tesco.com/recipes/peachy-pork-kebabs.html,,https://realfood.tesco.com/media/images/1400x919-Peachy-pork-kebabs-recipe-316322ef-6761-4a4a-b766-85b79091a8e6-0-1400x919.jpg,"2 tbsp apricot or peach jam; 1 tsp hot paprika; 400g pork fillet, cut into 1cm slices; 1 red onion, cut into wedges; 3 peaches, each destoned and cut into 6 wedges; 1 large red pepper, cut into 3cm pieces; 1 tbsp sunflower oil; salad leaves, to serve (optional); warmed pittas, to serve (optional)",Energy,1045kj,13%,Fat,10g,Saturates,3g,Sugars,13g,Salt,0.3g,14.2g,23.5g,3.2g,4,"35 mins, plus 1 hr marinating",251.0,No,Yes,Yes,"Put the jam and paprika in a bowl, add 1 tbsp boiling water and mix well. Add the pork to the bowl. Turn to coat, then cover and transfer to the fridge for 1 hr. If using wooden skewers, soak 8 in cold water for at least 10 mins.; Preheat the grill to high. Separate the onion wedges to give 2-3 layers per wedge. Thread onto 8 skewers, alternating with the pork, peach and pepper. Brush lightly with oil and grill for 3-5 mins each side until lightly charred and the meat is cooked through. Serve with salad leaves and warm pittas, if you like.",1 OF YOUR 5-A-DAY AND HIGH IN PROTEIN
Healthy BBQ recipes,Mango peanut slaw recipe,https://realfood.tesco.com/recipes/mango-peanut-slaw.html,,https://realfood.tesco.com/media/images/1400x919-Mango-peanut-slaw-recipe-ef030562-b639-4f70-8ab5-dc3526aa3f40-0-1400x919.jpg,"2 firm mangoes, peeled; 1 large carrot, scrubbed and julienned; 50g spring onions, thinly sliced; ¼ red cabbage, finely shredded; 1 red chilli, deseeded if you like, finely chopped; 15g fresh coriander, leaves picked; 40g roasted salted peanuts, roughly chopped; 1 lime, ½ juiced, ½ cut into wedges; 1½ tbsp sweet chilli sauce; 1½ tbsp reduced-salt soy sauce; 4½ tbsp crunchy peanut butter",Energy,1110kj,13%,Fat,15g,Saturates,2g,Sugars,19g,Salt,0.8g,21.7g,8.7g,6.3g,4 as a side,25 mins,267.0,No,No,Yes,"Put all the dressing ingredients (besides the lime wedges) in a bowl with 3 tbsp boiling water and stir well to combine. Set aside.; Slice the bottom from each mango to give a firm base, then cut thin slices from a cheek until you reach the stone; repeat with each side. Cut the slices lengthways into 2mm strips, then add to a serving bowl with the carrot, spring onions, cabbage, chilli and most of the coriander. Toss to mix.; Add the peanut dressing to the slaw and toss to coat. Scatter over the peanuts and remaining coriander leaves. Serve with the lime wedges for squeezing over.",2 OF YOUR 5-A-DAY AND A SOURCE OF FIBRE
Healthy BBQ recipes,Charred lettuce Caesar salad recipe,https://realfood.tesco.com/recipes/charred-lettuce-caesar-salad.html,,https://realfood.tesco.com/media/images/1400x919-Charred-lettuce-Caesar-salad-recipe-95ce0592-f23d-40eb-9ab4-efe41bbaf299-0-1400x919.jpg,"1 garlic clove, crushed; 2 tbsp olive oil, plus 1 tsp; 120g sourdough bloomer (4 thick slices), cut into cubes; 3 bacon medallions, cut into 1cm pieces; 4 Little Gem lettuces, halved lengthways; 90ml reduced-fat Caesar dressing; 2 anchovies, drained and finely chopped; 20g Parmesan",Energy,910kj,11%,Fat,10g,Saturates,3g,Sugars,3g,Salt,1.6g,17g,13.8g,2.2g,4,10 mins to prepare and 20 mins to cook,217.0,No,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C. Mix the garlic and 1 tbsp oil in a bowl; set aside. Put the bread in a bowl, add 2 tbsp water and 1 tbsp olive oil and gently mix with your hands until the liquid has been absorbed. Arrange the bread in a single layer on a baking tray and bake for 18-20 mins, shaking once or twice, until golden brown.Return to the bowl,drizzle over half the garlic oil and mix; set aside to cool.; Meanwhile, heat 1 tsp oil in a nonstick frying pan over a medium- low heat. When hot, add the bacon and fry, stirring, for 8-10 mins until golden. Drain on kitchen paper and set aside.; Preheat a griddle pan over a medium-high heat until very hot. Brush the lettuce halves with the remaining garlic oil. Griddle, flat-side down, for 2-3 mins until lightly charred but not cooked.; Arrange the lettuce on a platter, drizzle with the Caesar dressing and sprinkle over the anchovies. Top with the bacon,then use a peeler to shave off thin slivers of Parmesan. Scatter over the croutons to serve.",
Healthy BBQ recipes,Sticky chicken skewers with noodle salad recipe,https://realfood.tesco.com/recipes/sticky-chicken-skewers-with-cold-noodle-salad.html,,https://realfood.tesco.com/media/images/1400x919-SKEWERS-f868b0f2-72f7-4780-871b-98fce17a4b61-0-1400x919.jpg,"3 tbsp clear honey; 3 tbsp reduced-salt soy sauce; 2 tbsp toasted sesame oil; 1 tbsp sesame seeds; 3cm thumb-sized piece fresh ginger, finely grated; 650g pack Tesco British diced chicken breast; 1 red chilli, deseeded and finely chopped; 2 limes, 1 juiced, 1 cut into wedges; 200g medium egg noodles; ½ cucumber, cut into thin strips; 2 carrots, cut into thin strips; 1 red pepper, cut into thin strips; 3 spring onions, thinly sliced",Energy,2170kj,26%,Fat,13g,Saturates,2g,Sugars,16g,Salt,1.2g,48.9g,47.7g,3.5g,4,,516.0,No,No,Yes,"Prepare the BBQ to hot or heat the grill to high. Soak 4 wooden skewers in water.; Whisk together the honey, soy sauce, sesame oil, sesame seeds and ginger.; Add half of the dressing to a large bowl, toss through the chicken and leave to marinate for 15 mins.; Meanwhile, whisk the remaining dressing with the red chilli and lime juice.; Cook the noodles according to pack instructions, drain into a colander and rinse under a cold tap. Shake the colander to remove as much water as possible.; Tip the noodles into a bowl and toss through the chilli-infused dressing, cucumber, carrots, red pepper and spring onions. Set aside.; Thread the chicken onto the 4 skewers.; Cook the skewers on the BBQ or under the grill for 15-20 mins, turning occasionally, until golden, charred and cooked throughout.; Serve the noodles topped with the chicken skewers with extra wedges of lime on the side.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Healthy BBQ recipes,Charred corn and halloumi pancakes recipe,https://realfood.tesco.com/recipes/charred-corn-and-halloumi-pancakes.html,,https://realfood.tesco.com/media/images/RFO-1400x919-Charred-corn--halloumi-pancakes-952c6152-0a68-4dfc-b101-fd197abd4fd3-0-1400x919.jpg,"4 sweetcorn cobs; 1 tbsp olive oil; 200g plain flour; 2 tsp baking powder; 1 red chilli, finely chopped; 20g fresh coriander, 15g chopped; 1 large egg; 350ml milk; ½ x 225g pack 30% less fat halloumi; 125g low-fat Greek-style yogurt; 1 tsp sriracha chilli sauce, or to taste; 1 lime, cut into wedges to serve",Energy,1715kj,20%,Fat,14g,Saturates,6g,Sugars,9g,Salt,1.6g,52.5g,21.3g,2.5g,4,10 mins to prepare and 30 mins to cook,407.0,Yes,No,No,"Heat a griddle pan or barbecue until hot and brush the sweetcorn cobs with 1 tsp oil. Cook for 15 mins, turning regularly, until charred all over. Use a sharp knife to cut down the length of each cob to remove the kernels; transfer to a bowl.; Mix the flour, baking powder, chilli and chopped coriander in a separate bowl. Create a well in the centre; whisk the egg and milk to combine, then pour into the well. Starting in the centre, whisk gently to gradually mix the flour into the egg mixture until combined and smooth. Stir in the sweetcorn and halloumi; season.; Heat a frying pan over a medium-high heat and brush with oil. Working in batches, pour ladlefuls of batter into the pan to form 8cm pancakes. Cook for 2 mins until golden; flip and cook for a further 2 mins. Repeat to make 12 pancakes.; Mix the yogurt with the chilli sauce, then serve with the pancakes, remaining coriander and lime wedges for squeezing over.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Healthy BBQ recipes,Spatchcock chicken in spiced yogurt recipe,https://realfood.tesco.com/recipes/spatchcock-chicken-in-spiced-yogurt.html,,https://realfood.tesco.com/media/images/1400x919-Spatchcock-chicken-in-spiced-yoghurt-02cedb24-41b3-45e4-aba9-9251446cfb13-0-1400x919.jpg,"1 Tesco medium chicken, 1.35-1.55kg; 160ml full fat (whole milk) natural yogurt; 2 cloves of garlic; 1tbsp cumin; 1tbsp coriander, ground; 1tbsp ground ginger; ½ lime, juice only; 1 tbsp olive oil; fresh coriander to serve; yogurt to serve; Steamed rice, to serve; Pomegranate seeds to serve",Energy,1315kj,16%,Fat,9g,Saturates,2g,Sugars,4g,Salt,0.5g,5.2g,55.7g,2.2g,4,2hrs to prepare and 45-50mins to cook,311.0,No,No,No,"To spatchcock the chicken, place the bird breast side down and cut down either side of the backbone with kitchen scissors, discard. Turn the bird over, open out the legs and press down firmly along the breast bone to flatten, thread two metal skewers diagonally through the chicken. Mix together the yogurt spices and lime juice; rub the chicken skin with olive oil, pour over the spiced yogurt, cover and leave to marinade for at least 2 hours.; When ready to cook set your BBQ up for indirect cooking (the flames towards the outside of the BBQ, not in the centre). If using a charcoal grill then place a drip pan under the chicken with the hot coals surrounding it. Allow the BBQ to cool, the coals should be covered with a thick layer of gray ash (you should be able to hold your hands over them for 8 seconds). Remove the chicken from the marinade and place bone side down on the coal free area of the grill. Cook for 45-50 minutes, turn the chicken over and cook for another 10-15 minutes to crisp up the skin.; Check the thickest part of the bird is cooked through and the juices run clear. Serve with coriander, yogurt and steamed rice topped with pomegranate seeds.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Healthy BBQ recipes,BBQ vegetable galette recipe,https://realfood.tesco.com/recipes/bbq-vegetable-galette.html,,https://realfood.tesco.com/media/images/1400x919-BBQ-vegetable-galette-30f6e3a5-6497-4fb0-aaab-f53af1bb41fc-0-1400x919.jpg,"425g block shortcrust pastry; plain flour, for dusting; 100g reduced-fat soft cheese; 1 egg, lightly beaten; 300-400g leftover barbecued veg, such as courgettes and asparagus; 75g Tesco Finest Mixed baby tomatoes; ½ lemon, zested; 5g fresh basil leaves; salad leaves, to serve (optional)",Energy,1160kj,14%,Fat,15g,Saturates,6g,Sugars,3g,Salt,0.3g,27.2g,7.9g,2.2g,6,5 mins to prepare and 25 mins to cook,277.0,Yes,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C and line a large baking tray with baking paper. Roll out the pastry on a lightly floured surface to the thickness of a £1 coin and cut into a 32cm circle. Spread over the soft cheese, leaving a 4cm border. Fold over the edge to create a crust, making small ripples when folding and pressing down lightly into the pastry underneath.; Brush the crust with the beaten egg, then bake for 10 mins. Top with the leftover veg and the tomato halves and bake for another 12-15 mins until golden. Scatter with the lemon zest, basil and a crack of black pepper. Serve with salad leaves, if you like.",
Healthy BBQ recipes,Ultimate new potato salad recipe,https://realfood.tesco.com/recipes/ultimate-new-potato-salad.html,,https://realfood.tesco.com/media/images/1400x919-Ultimate-new-potato-salad-1c37966c-e0a9-44fa-bae5-005950f02a80-0-1400x919.jpg,"6 tbsp cider vinegar; 1 tbsp caster sugar; ½ tsp salt; 1 small red onion, finely sliced; 750g new potatoes, scrubbed; 2 tsp Dijon mustard; 3 tbsp extra-virgin olive oil; 15g chopped fresh mixed herbs (such as chives, dill and parsley); 50g soured cream; 3 eggs; 100g green beans, topped and halved; ½ cucumber, quartered lengthways and sliced; 4 cornichons, chopped; 2 Little Gem lettuces, quartered",Energy,1465kj,18%,Fat,19g,Saturates,5g,Sugars,7g,Salt,0.9g,34.9g,11.6g,5g,4,20 mins to prepare and 20 mins to cook,350.0,No,Yes,No,"Mix the vinegar, sugar and salt in a bowl. Add the red onion and set aside for at least 20 mins, stirring occasionally and pressing down into the pickling liquid.; In a large saucepan, boil the potatoes for 20 mins or until tender. Drain well, steam-dry for 2 mins, then halve.; In a large bowl, whisk the mustard with 2 tbsp vinegar from the onions and the oil until emulsified; season. Add the potatoes and stir to coat. Set aside for 5 mins to absorb the flavours, then stir in the herbs and soured cream.; Boil the eggs for 8 mins, adding the green beans for the final 3 mins. Drain, run under cold water (to stop the cooking process), then peel the eggs and quarter.; Add half the pickled onion (discarding the vinegar) to the potatoes along with the beans, cucumber, cornichons and quartered Little Gems. Gently mix together, then spoon onto a serving platter and top with the eggs and remaining onion.","IF YOU DON'T HAVE RED ONIONS, TRY USING WHITE, BROWN OR SPRING ONIONS"
Healthy BBQ recipes,Herby corn cobettes with chipotle dip recipe,https://realfood.tesco.com/recipes/herby-corn-cobettes-with-chipotle-dip.html,,https://realfood.tesco.com/media/images/1400x919-HerbyCornCobettes-78498b60-877e-4c1b-bab6-9bb52ea108cc-0-1400x919.jpg,"1½ tbsp olive oil; 1 tsp chipotle chilli paste; 4 sweetcorn cobettes; 75g 0% fat Greek yogurt; 50g light mayonnaise; 2 tsp lime juice; 15g fresh coriander, finely chopped",Energy,545kj,7%,Fat,10g,Saturates,1g,Sugars,3g,Salt,0.3g,6.5g,3.2g,0.3g,4 as a side,10 mins to prepare and 25 mins to cook,132.0,No,Yes,No,"Preheat the oven to gas 6, 200°C, fan 180°C. Mix the oil with ½ tsp chipotle paste, season, then brush or rub over the cobettes. Space out in a roasting tin and roast for 25 mins until the corn is golden in places.; Meanwhile, combine the remaining chipotle paste with the yogurt, mayonnaise, lime juice and half the coriander. Transfer to a small serving bowl. Roll the cooked cobettes in the remaining coriander and serve alongside the spiced yogurt mixture for spooning over.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Recipes for one,Roast butternut squash with rocket and seeds toast topper recipe,https://realfood.tesco.com/recipes/roast-butternut-squash-with-rocket-and-seeds-toast-topper.html,"Leftover roast butternut squash makes a surprising toast topper in this savoury vegetarian breakfast idea. Layer sweet butternut squash with tangy salad cheese, peppery rocket and crunchy seeds and drizzle with sharp balsamic vinegar – simple yet delicious! See method",https://realfood.tesco.com/media/images/RFO-1400x919-Roast-butternut-squash-with-rocket-and-seeds-e7866b20-9dfa-42cb-bfea-c9c963dc3356-0-1400x919.jpg,"1 slice Tesco Free From sliced seeded bread; ½ tsp olive oil; thin slices of roasted butternut squash (about 30g); 15g lighter Greek salad cheese, crumbled; 10g rocket; ½ tbsp sunflower seeds; ½ tbsp pumpkin seeds; ¼ tsp balsamic vinegar",Energy,1105kj,13%,Fat,15g,Saturates,3g,Sugars,4g,Salt,0.7g,20.2g,9g,5.7g,1,10 mins,265.0,No,No,No,"Toast the bread, then lightly drizzle with the oil.; Top with the roasted butternut squash slices (see tip), cheese and rocket.; Toast the sunflower and pumpkin seeds in a dry frying pan, stirring frequently for 30-60 secs until golden.; Scatter the toast with the seeds and drizzle with vinegar to serve.","IF YOU DON'T HAVE ANY BUTTERNUT SQUASH, TRY SWEET POTATO"
Recipes for one,Mushroom risotto recipe,https://realfood.tesco.com/recipes/mushroom-risotto.html,"Tuck into a plate of nutty risotto filled with earthy button mushrooms, fresh parsley and sharp Parmesan cheese. It's simple to make and perfect as a midweek meal. See method",https://realfood.tesco.com/media/images/1400X919-MUSHROOM-RISOTTO-BEST-218accb3-7505-4545-9479-56318cb6e950-0-1400x919.jpg,"1 stock cube; ½ a small red onion; 1 tbsp olive oil; 1 clove garlic; 60g button mushrooms, sliced; 75g risotto rice; 50ml white wine; ½ tbsp butter; 1 tsp parsley, chopped; 15g fresh Parmesan cheese, grated; 250ml boiling water",Energy,2650kj,32%,Fat,31g,Saturates,12g,Sugars,4g,Salt,6.5g,65.9g,14.5g,1.7g,1,20 mins to prepare and 20 mins to cook,635.0,No,No,No,"Crumble the stock cube into the boiling water and stir until dissolved.; Heat the oil in a saucepan or deep frying pan over a moderate heat. Add the onions and garlic, and fry for 5 minutes until soft. Stir in most of the mushrooms, season with salt and pepper and continue to cook for 6-8 minutes until the mushrooms are tender and soft.; Add the rice into the pan and cook for 1 minute coating it in the juices and oil. Pour over the wine and let it simmer and reduce. Over a medium heat, pour in a quarter of the vegetable stock. Simmer the rice stirring often to avoid sticking until the rice has absorbed all the liquid.; Add the same amount of stock again and continue to simmer and stir until the stock is absorbed. Repeat.; Add the final quarter of stock and stir until absorbed. The rice should be soft and tender. Take care not to let the rice stick. If the rice is still undercooked add a little boiling water and simmer for a few more minutes.; In a separate small frying pan, heat the remaining ½ tbsp oil over a high heat. Fry the remaining mushrooms for 4-5 mins until golden. Set aside to garnish with later.; Add the butter and give it a good stir. Sprinkle Parmesan cheese and fresh parsley before serving with the golden mushrooms on top.","IF YOU DON'T HAVE RED ONIONS, TRY USING WHITE, BROWN OR SPRING ONIONS"
Recipes for one,Tropical overnight oats recipe,https://realfood.tesco.com/recipes/tropical-overnight-oats.html,"Give your oats a tropical twist with mango, pineapple and coconut - it's like you're on holiday! Providing 2 of your 5-a-day and being a source of protein and fibre, this uplifting breakfast will give you a great start to the day. See method",https://realfood.tesco.com/media/images/1400x919-OvernightOats-e107993c-d577-4ccb-b23c-36e07c5e325f-0-1400x919.jpg,"100g frozen mango; 40g frozen pineapple; 100ml coconut drink, plus extra if needed; ½ lime, zested and juiced; 50g porridge oats; 1 tbsp chia seeds; ½ small banana, sliced; 30g raspberries; 1 tbsp pumpkin seeds",Energy,1735kj,21%,Fat,12g,Saturates,3g,Sugars,25g,Salt,0.1g,58.5g,12.5g,11.6g,1,"20 mins, plus overnight soaking",413.0,No,No,Yes,"Add 50g mango, the pineapple, coconut milk, lime zest and juice plus 50ml water to a high-powered blender and blitz until very smooth.; Pour into a bowl and mix through the oats and chia seeds. Cover and chill in the fridge overnight until the oats have swollen, creating a creamy texture.; The next day, mix the overnight oats to loosen, adding a splash more coconut milk, if needed. Top with the remaining 50g defrosted mango, the banana and raspberries. Sprinkle with pumpkin seeds to serve.",2 OF YOUR 5-A-DAY; LOW IN FAT; SOURCE OF PROTEIN; SOURCE OF FIBRE
Recipes for one,Microwave poached eggs with soy butter mushrooms recipe,https://realfood.tesco.com/recipes/microwave-poached-eggs-with-soy-butter-mushrooms.html,"Serve up a cooked breakfast in under 10 minutes using just your microwave! Chestnut mushrooms and spinach are cooked in a moreish soy butter, then served on top of sourdough with a perfectly poached egg. See method",https://realfood.tesco.com/media/images/1400x919-Microwave-poached-eggs-with-soy-butter-mushrooms-20c3448d-3831-426d-a924-646731a1595f-0-1400x919.jpg,125g sliced chestnut mushrooms; 10g unsalted butter; 1 tsp soy sauce; 50g baby spinach; 1 medium egg; toasted sourdough,Energy,1580kj,19%,Fat,14g,Saturates,7g,Sugars,2g,Salt,1.5g,39.4g,20.4g,3.7g,1,10 mins,376.0,No,No,No,"Microwave 125g sliced chestnut mushrooms, covered**, for 2 mins on high, then stir in 10g unsalted butter, 1 tsp soy sauce and 50g baby spinach and cook for a further 2 mins.; Crack 1 medium egg into a microwaveable mug with 5 tbsp water. Prick the yolk, cover and microwave on high for 1 min for a soft yolk.; Arrange the mushrooms and spinach on a slice of toasted sourdough and top with the egg to serve; It’s very important to prick the egg yolk before poaching, or the yolk may explode!; Make sure the mug’s not too thick-sided, or the egg will take longer to cook.; If you like your eggs more well-done, continue to cook for 20 secs./li>; The timings above cover a 750W microwave. It will differ in other wattage ovens.",
Recipes for one,Jam doughnut cake recipe,https://realfood.tesco.com/recipes/jam-doughnut-cake.html,"When you just can't wait for a sweet treat, this super speedy dessert recipe is just what you need. A jammy twist on a mug cake recipe, this instant jam doughnut recipe has all the flavour of your favourite bake, but is ready in less than 5 mins and requires no effort whatsoever. See method",https://realfood.tesco.com/media/images/RFO-1400x919-DonutMug-mini-2f00ef2a-3682-4d26-abe3-817bb19f3745-0-1400x919.jpg,"2 tbsp granulated sugar; ¼ tsp ground cinnamon; 2 tbsp sunflower or vegetable oil; 1 large egg yolk; 1 tbsp milk; ¼ tsp vanilla extract; 4 tbsp plain flour; ½ tsp baking powder; 2 tsp jam, such as strawberry, raspberry or blackcurrant, plus extra to serve (optional)",Energy,2465kj,29%,Fat,31g,Saturates,5g,Sugars,33g,Salt,0.7g,73.2g,9.6g,2.7g,1,2 mins to prepare and 1 min to cook,589.0,No,No,No,"Mix the sugar and cinnamon together, then spoon 4 tsp into a small microwave-proof mug or cup (about 200-225ml). Mix in the oil, egg yolk, milk and vanilla, followed by the flour and baking powder, until smooth.; Spoon the jam into the middle of the mix, then sprinkle 1 tsp of the remaining cinnamon sugar on top. Microwave on high for 1 min, until risen and firm on top. Sprinkle the remaining cinnamon sugar over the top. Serve with an extra spoonful of jam, if you like.",
Recipes for one,Frankenstein mug cakes recipe,https://realfood.tesco.com/recipes/frankenstein-mug-cakes.html,,https://realfood.tesco.com/media/images/1400x919-Frankensteins-monster-7a090e3f-7564-471e-ae4b-dc1b13d54036-0-1400x919.jpg,"20g unsalted butter, plus a little extra for greasing; 30g dark chocolate; 2 tbsp caster sugar; 1 medium egg, lightly beaten; 2 tbsp self-raising flour; ½ tsp instant coffee granules, dissolved in 2 tsp boiling water; ½ Conference pear, peeled, cored and cut into pieces; ½ tsp icing sugar; 1 tbsp milk chocolate sprinkles; red writing icing; 8 green M&M’s; 2 liquorice twists; 24 mini marshmallows",Energy,3180kj,38%,Fat,39g,Saturates,11g,Sugars,65g,Salt,0.5g,93.2g,13g,4.5g,1,5 mins to prepare and 10 mins to cook,758.0,No,No,No,"Put the butter and chocolate in a heatproof bowl. Microwave for 45 secs-1 min on medium until melted. Add the caster sugar, egg, flour and coffee and whisk until just combined. Grease the base of a 300ml, straight-sided microwave-proof mug and put the pear in the bottom. Top with the cake mixture. Cook for 2 mins on high until risen.; Leave the cake in the mug to rest for 10 secs, then turn out cool for 10 mins, then scatter each with 1 tbsp milk chocolate sprinkles. Poke holes for the eyes, then squeeze a little red writing icing onto 2 green M&M’s and push into the holes. Use icing for pupils.; For the bolts, poke holes either side and push in half a liquorice twist. Use red writing icing to stick on 6 mini marshmallows in a row to make teeth. Draw around them to create lips, then draw on some stitches too.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Recipes for one,Blueberry muffin cobbler recipe,https://realfood.tesco.com/recipes/blueberry-muffin-cobbler.html,,https://realfood.tesco.com/media/images/RFO-1400x919-CobblerMug-mini-ff0aea9f-e3ce-44db-b8fa-b21f4ef4358a-0-1400x919.jpg,"85g blueberries (roughly half a mug); ½ lemon, juiced; 1 tbsp butter or sunflower oil spread; 1 tbsp maple syrup or honey; 4 tbsp self-raising flour; 1 tbsp milk; pinch flaked almonds; small scoop vanilla ice cream, to serve (optional)",Energy,1600kj,19%,Fat,10g,Saturates,2g,Sugars,12g,Salt,0.6g,69.9g,6.7g,5.4g,1,"2 mins to prepare and 3 mins to cook, plus cooling",378.0,No,No,No,"Put the blueberries in a microwaveproof mug and stir in the lemon juice. In another microwave-proof mug, microwave the butter on low to melt. Mix in the syrup or honey, then the flour, until smooth. Stir in the milk.; Spoon the cobbler mix on top of the berries, then scatter with the almonds. Microwave on medium for 3 mins, until puffed up. Leave to cool for 2 mins, then top with the ice cream.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
